,Unnamed: 0,Promoter,Share,BSE Code,NSE Code,Price,MCap,TotalShares,CaptureDate,Date
5395,5395,President Of India,56.89,500108,MTNL,61.6,38780000000.0,629545454.5454545,Sep 2021,01-09-2021
5396,5396,President Of India,56.89,500108,MTNL,61.6,38780000000.0,629545454.5454545,Dec 2021,01-12-2021
5397,5397,President Of India,56.89,500108,MTNL,61.6,38780000000.0,629545454.5454545,Mar 2022,01-03-2022
5398,5398,President Of India,56.89,500108,MTNL,61.6,38780000000.0,629545454.5454545,Jun 2022,01-06-2022
5399,5399,President Of India,56.89,500108,MTNL,61.6,38780000000.0,629545454.5454545,Sep 2022,01-09-2022
5400,5400,President Of India,56.82,500108,MTNL,61.6,38780000000.0,629545454.5454545,Dec 2022,01-12-2022
5401,5401,President Of India,56.82,500108,MTNL,61.6,38780000000.0,629545454.5454545,Mar 2023,01-03-2023
5402,5402,President Of India,56.82,500108,MTNL,61.6,38780000000.0,629545454.5454545,Jun 2023,01-06-2023
5403,5403,President Of India,56.82,500108,MTNL,61.6,38780000000.0,629545454.5454545,Sep 2023,01-09-2023
5404,5404,President Of India,56.25,500108,MTNL,61.6,38780000000.0,629545454.5454545,Dec 2023,01-12-2023
5405,5405,President Of India,56.25,500108,MTNL,61.6,38780000000.0,629545454.5454545,Mar 2024,01-03-2024
5406,5406,President Of India,56.25,500108,MTNL,61.6,38780000000.0,629545454.5454545,Jun 2024,01-06-2024
27124,27124,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Dec 2021,01-12-2021
27125,27125,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Mar 2022,01-03-2022
27126,27126,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Jun 2022,01-06-2022
27127,27127,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Sep 2022,01-09-2022
27128,27128,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Dec 2022,01-12-2022
27129,27129,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Mar 2023,01-03-2023
27130,27130,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Jun 2023,01-06-2023
27131,27131,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Sep 2023,01-09-2023
27132,27132,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Dec 2023,01-12-2023
27133,27133,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Mar 2024,01-03-2024
27134,27134,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Jun 2024,01-06-2024
27135,27135,President Of India,56.66,533106,OIL,682.0,1108940000000.0,1626011730.2052786,Jul 2024,01-07-2024
67000,67000,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Sep 2021,01-09-2021
67001,67001,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Dec 2021,01-12-2021
67002,67002,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Mar 2022,01-03-2022
67003,67003,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Jun 2022,01-06-2022
67004,67004,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Sep 2022,01-09-2022
67005,67005,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Dec 2022,01-12-2022
67006,67006,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Mar 2023,01-03-2023
67007,67007,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Jun 2023,01-06-2023
67008,67008,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Sep 2023,01-09-2023
67009,67009,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Dec 2023,01-12-2023
67010,67010,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Mar 2024,01-03-2024
67011,67011,President Of India,61.75,534309,NBCC,178.0,320740000000.0,1801910112.3595505,Jun 2024,01-06-2024
70298,70298,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Sep 2021,01-09-2021
70299,70299,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Dec 2021,01-12-2021
70300,70300,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Mar 2022,01-03-2022
70301,70301,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Jun 2022,01-06-2022
70302,70302,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Sep 2022,01-09-2022
70303,70303,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Dec 2022,01-12-2022
70304,70304,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Mar 2023,01-03-2023
70305,70305,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Jun 2023,01-06-2023
70306,70306,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Sep 2023,01-09-2023
70307,70307,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Dec 2023,01-12-2023
70308,70308,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Mar 2024,01-03-2024
70309,70309,President Of India,52.98,500547,BPCL,352.0,1528240000000.0,4341590909.090909,Jun 2024,01-06-2024
75013,75013,President Of India,96.5,543526,LICI,1061.0,6713040000000.0,6327087653.157398,Sep 2022,01-09-2022
75014,75014,President Of India,96.5,543526,LICI,1061.0,6713040000000.0,6327087653.157398,Dec 2022,01-12-2022
75015,75015,President Of India,96.5,543526,LICI,1061.0,6713040000000.0,6327087653.157398,Mar 2023,01-03-2023
75016,75016,President Of India,96.5,543526,LICI,1061.0,6713040000000.0,6327087653.157398,Jun 2023,01-06-2023
75017,75017,President Of India,96.5,543526,LICI,1061.0,6713040000000.0,6327087653.157398,Sep 2023,01-09-2023
75018,75018,President Of India,96.5,543526,LICI,1061.0,6713040000000.0,6327087653.157398,Dec 2023,01-12-2023
75019,75019,President Of India,96.5,543526,LICI,1061.0,6713040000000.0,6327087653.157398,Mar 2024,01-03-2024
75020,75020,President Of India,96.5,543526,LICI,1061.0,6713040000000.0,6327087653.157398,Jun 2024,01-06-2024
90055,90055,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Dec 2021,01-12-2021
90056,90056,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Mar 2022,01-03-2022
90057,90057,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Jun 2022,01-06-2022
90058,90058,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Sep 2022,01-09-2022
90059,90059,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Dec 2022,01-12-2022
90060,90060,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Mar 2023,01-03-2023
90061,90061,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Jun 2023,01-06-2023
90062,90062,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Sep 2023,01-09-2023
90063,90063,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Dec 2023,01-12-2023
90064,90064,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Mar 2024,01-03-2024
90065,90065,President Of India,96.38,532388,IOB,62.1,1173650000000.0,18899355877.616745,Jun 2024,01-06-2024
92597,92597,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Sep 2021,01-09-2021
92598,92598,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Dec 2021,01-12-2021
92599,92599,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Mar 2022,01-03-2022
92600,92600,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Jun 2022,01-06-2022
92601,92601,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Sep 2022,01-09-2022
92602,92602,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Dec 2022,01-12-2022
92603,92603,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Mar 2023,01-03-2023
92604,92604,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Jun 2023,01-06-2023
92605,92605,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Sep 2023,01-09-2023
92606,92606,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Dec 2023,01-12-2023
92607,92607,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Mar 2024,01-03-2024
92608,92608,President Of India,63.17,500103,BHEL,296.0,1031210000000.0,3483817567.567568,Jun 2024,01-06-2024
102395,102395,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Sep 2021,01-09-2021
102396,102396,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Dec 2021,01-12-2021
102397,102397,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Mar 2022,01-03-2022
102398,102398,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Jun 2022,01-06-2022
102399,102399,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Sep 2022,01-09-2022
102400,102400,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Dec 2022,01-12-2022
102401,102401,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Mar 2023,01-03-2023
102402,102402,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Jun 2023,01-06-2023
102403,102403,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Sep 2023,01-09-2023
102404,102404,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Dec 2023,01-12-2023
102405,102405,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Mar 2024,01-03-2024
102406,102406,President Of India,66.14,513599,HINDCOPPER,316.0,305870000000.0,967943037.9746836,Jun 2024,01-06-2024
106182,106182,President Of India,81.41,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Sep 2021,01-09-2021
106183,106183,President Of India,81.41,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Dec 2021,01-12-2021
106184,106184,President Of India,81.41,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Mar 2022,01-03-2022
106185,106185,President Of India,81.41,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Jun 2022,01-06-2022
106186,106186,President Of India,81.41,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Sep 2022,01-09-2022
106187,106187,President Of India,81.41,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Dec 2022,01-12-2022
106188,106188,President Of India,81.41,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Mar 2023,01-03-2023
106189,106189,President Of India,81.41,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Jun 2023,01-06-2023
106190,106190,President Of India,81.41,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Sep 2023,01-09-2023
106192,106192,President Of India,73.38,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Mar 2024,01-03-2024
106193,106193,President Of India,73.38,532149,BANKINDIA,121.0,548870000000.0,4536115702.479339,Jun 2024,01-06-2024
106468,106468,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Sep 2021,01-09-2021
106472,106472,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Dec 2021,01-12-2021
106476,106476,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Mar 2022,01-03-2022
106480,106480,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Jun 2022,01-06-2022
106484,106484,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Sep 2022,01-09-2022
106488,106488,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Dec 2022,01-12-2022
106492,106492,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Mar 2023,01-03-2023
106496,106496,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Jun 2023,01-06-2023
106500,106500,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Sep 2023,01-09-2023
106504,106504,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Dec 2023,01-12-2023
106508,106508,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Mar 2024,01-03-2024
106512,106512,President Of India,0.0,500483,TATACOMM,1927.0,549080000000.0,284940321.743643,Jun 2024,01-06-2024
113248,113248,President Of India,54.03,543898,BLAL,275.0,11450000000.0,41636363.63636363,Jun 2023,01-06-2023
113250,113250,President Of India,54.03,543898,BLAL,275.0,11450000000.0,41636363.63636363,Dec 2023,01-12-2023
113251,113251,President Of India,54.03,543898,BLAL,275.0,11450000000.0,41636363.63636363,Mar 2024,01-03-2024
113252,113252,President Of India,54.03,543898,BLAL,275.0,11450000000.0,41636363.63636363,Jun 2024,01-06-2024
114955,114955,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Sep 2021,01-09-2021
114956,114956,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Dec 2021,01-12-2021
114957,114957,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Mar 2022,01-03-2022
114958,114958,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Jun 2022,01-06-2022
114959,114959,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Sep 2022,01-09-2022
114960,114960,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Dec 2022,01-12-2022
114961,114961,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Mar 2023,01-03-2023
114962,114962,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Jun 2023,01-06-2023
114963,114963,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Sep 2023,01-09-2023
114964,114964,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Dec 2023,01-12-2023
114965,114965,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Mar 2024,01-03-2024
114966,114966,President Of India,72.2,541556,RITES,652.0,156590000000.0,240168711.6564417,Jun 2024,01-06-2024
131496,131496,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Sep 2021,01-09-2021
131497,131497,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Dec 2021,01-12-2021
131498,131498,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Mar 2022,01-03-2022
131499,131499,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Jun 2022,01-06-2022
131500,131500,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Sep 2022,01-09-2022
131501,131501,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Dec 2022,01-12-2022
131502,131502,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Mar 2023,01-03-2023
131503,131503,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Jun 2023,01-06-2023
131504,131504,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Sep 2023,01-09-2023
131505,131505,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Dec 2023,01-12-2023
131506,131506,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Mar 2024,01-03-2024
131507,131507,President Of India,51.32,532178,ENGINERSIN,215.0,121090000000.0,563209302.3255814,Jun 2024,01-06-2024
131765,131765,President Of India,90.06,523610,ITI,297.0,285000000000.0,959595959.5959595,Sep 2021,01-09-2021
131767,131767,President Of India,90.06,523610,ITI,297.0,285000000000.0,959595959.5959595,Dec 2021,01-12-2021
131769,131769,President Of India,89.97,523610,ITI,297.0,285000000000.0,959595959.5959595,Mar 2022,01-03-2022
131771,131771,President Of India,90.06,523610,ITI,297.0,285000000000.0,959595959.5959595,Jun 2022,01-06-2022
131773,131773,President Of India,90.06,523610,ITI,297.0,285000000000.0,959595959.5959595,Sep 2022,01-09-2022
131775,131775,President Of India,90.14,523610,ITI,297.0,285000000000.0,959595959.5959595,Dec 2022,01-12-2022
131777,131777,President Of India,90.14,523610,ITI,297.0,285000000000.0,959595959.5959595,Mar 2023,01-03-2023
131779,131779,President Of India,90.25,523610,ITI,297.0,285000000000.0,959595959.5959595,Jun 2023,01-06-2023
131781,131781,President Of India,90.25,523610,ITI,297.0,285000000000.0,959595959.5959595,Sep 2023,01-09-2023
131783,131783,President Of India,90.25,523610,ITI,297.0,285000000000.0,959595959.5959595,Dec 2023,01-12-2023
131785,131785,President Of India,89.97,523610,ITI,297.0,285000000000.0,959595959.5959595,Mar 2024,01-03-2024
131787,131787,President Of India,89.97,523610,ITI,297.0,285000000000.0,959595959.5959595,Jun 2024,01-06-2024
142371,142371,President Of India,64.74,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Sep 2021,01-09-2021
142377,142377,President Of India,64.74,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Dec 2021,01-12-2021
142383,142383,President Of India,64.74,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Mar 2022,01-03-2022
142389,142389,President Of India,64.74,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Jun 2022,01-06-2022
142395,142395,President Of India,64.74,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Sep 2022,01-09-2022
142401,142401,President Of India,64.74,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Dec 2022,01-12-2022
142407,142407,President Of India,64.74,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Mar 2023,01-03-2023
142413,142413,President Of India,64.75,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Jun 2023,01-06-2023
142414,142414,President Of India,64.75,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Sep 2023,01-09-2023
142415,142415,President Of India,64.75,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Dec 2023,01-12-2023
142416,142416,President Of India,64.75,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Mar 2024,01-03-2024
142417,142417,President Of India,64.75,542597,MSTCLTD,817.0,57530000000.0,70416156.67074664,Jun 2024,01-06-2024
158594,158594,President Of India,51.28,532234,NATIONALUM,173.0,318030000000.0,1838323699.421965,Sep 2021,01-09-2021
158595,158595,President Of India,51.28,532234,NATIONALUM,173.0,318030000000.0,1838323699.421965,Dec 2021,01-12-2021
158596,158596,President Of India,51.28,532234,NATIONALUM,173.0,318030000000.0,1838323699.421965,Mar 2022,01-03-2022
158597,158597,President Of India,51.28,532234,NATIONALUM,173.0,318030000000.0,1838323699.421965,Jun 2022,01-06-2022
158598,158598,President Of India,51.28,532234,NATIONALUM,173.0,318030000000.0,1838323699.421965,Sep 2022,01-09-2022
158599,158599,President Of India,51.28,532234,NATIONALUM,173.0,318030000000.0,1838323699.421965,Dec 2022,01-12-2022
158600,158600,President Of India,51.28,532234,NATIONALUM,173.0,318030000000.0,1838323699.421965,Mar 2023,01-03-2023
158601,158601,President Of India,51.28,532234,NATIONALUM,173.0,318030000000.0,1838323699.421965,Jun 2023,01-06-2023
158602,158602,President Of India,51.28,532234,NATIONALUM,173.0,318030000000.0,1838323699.421965,Sep 2023,01-09-2023
